,id,name,location,categories,referralId,hasPerk,venuePage
136,4c718bf113228cfab4d42865,Ruyi Chinese Restaurant,"{'address': '1029 Gerrard St. E.', 'lat': 43.668855, 'lng': -79.337212, 'labeledLatLngs': [{'label': 'display', 'lat': 43.668855, 'lng': -79.337212}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['1029 Gerrard St. E.', 'Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
137,4db884b4f7b1b4c54f3e6570,Best Of Chinese Medicine,"{'lat': 43.6775964513453, 'lng': -79.35186077855384, 'labeledLatLngs': [{'label': 'display', 'lat': 43.6775964513453, 'lng': -79.35186077855384}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['Toronto ON', 'Canada']}","[{'id': '52e81612bcbc57f1066b7a3c', 'name': 'Alternative Healer', 'pluralName': 'Alternative Healers', 'shortName': 'Alternative Healer', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/medical_doctorsoffice_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
139,4b60ed36f964a520cf012ae3,Northeastern Chinese Cuisine,"{'address': '428 Dundas St W', 'lat': 43.653519, 'lng': -79.395341, 'labeledLatLngs': [{'label': 'display', 'lat': 43.653519, 'lng': -79.395341}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['428 Dundas St W', 'Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
140,52117a4c11d2ac3f5ac117a3,Traditional Northern Style Chinese Restaurant,"{'lat': 43.653118, 'lng': -79.39679, 'labeledLatLngs': [{'label': 'display', 'lat': 43.653118, 'lng': -79.39679}], 'cc': 'CA', 'country': 'Canada', 'formattedAddress': ['Canada']}","[{'id': '4bf58dd8d48988d142941735', 'name': 'Asian Restaurant', 'pluralName': 'Asian Restaurants', 'shortName': 'Asian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
143,4c15280ea5eb76b0c4d9c2b7,Tasty Chinese Food,"{'address': 'Village by the Grange', 'lat': 43.65375663396815, 'lng': -79.39075710760176, 'labeledLatLngs': [{'label': 'display', 'lat': 43.65375663396815, 'lng': -79.39075710760176}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['Village by the Grange', 'Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
147,52a7ae41498eed3af4d0a3fa,Yueh Tung Chinese Restaurant,"{'address': '126 Elizabeth St.', 'crossStreet': 'Dundas St.', 'lat': 43.655281263429195, 'lng': -79.3853365267765, 'labeledLatLngs': [{'label': 'display', 'lat': 43.655281263429195, 'lng': -79.3853365267765}], 'postalCode': 'M5G 1P5', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['126 Elizabeth St. (Dundas St.)', 'Toronto ON M5G 1P5', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
150,51695644e4b0c884ccae1128,Toronto School Of Traditional Chinese Medicine,"{'lat': 43.71678, 'lng': -79.44727, 'labeledLatLngs': [{'label': 'display', 'lat': 43.71678, 'lng': -79.44727}], 'cc': 'CA', 'country': 'Canada', 'formattedAddress': ['Canada']}","[{'id': '4bf58dd8d48988d177941735', 'name': ""Doctor's Office"", 'pluralName': ""Doctor's Offices"", 'shortName': ""Doctor's Office"", 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/medical_doctorsoffice_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
151,4c5d5ae885a1e21e9d175911,Toronto School of Traditional Chinese Medicine,"{'address': '433-700 Lawrence Ave W', 'lat': 43.715583, 'lng': -79.446593, 'labeledLatLngs': [{'label': 'display', 'lat': 43.715583, 'lng': -79.446593}], 'postalCode': 'M6A 3B4', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['433-700 Lawrence Ave W', 'Toronto ON M6A 3B4', 'Canada']}","[{'id': '4bf58dd8d48988d1a8941735', 'name': 'General College & University', 'pluralName': 'General Colleges & Universities', 'shortName': 'Education', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/education/other_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
155,5e84e2a92d79270008e06d5d,Acupuncture & Chinese Medicine Clinic,"{'address': '1020 Caledonia Rd', 'lat': 43.710628, 'lng': -79.466361, 'labeledLatLngs': [{'label': 'display', 'lat': 43.710628, 'lng': -79.466361}], 'postalCode': 'M6B 3Z3', 'cc': 'CA', 'city': 'North York', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['1020 Caledonia Rd', 'North York ON M6B 3Z3', 'Canada']}","[{'id': '52e81612bcbc57f1066b7a3b', 'name': 'Acupuncturist', 'pluralName': 'Acupuncturists', 'shortName': 'Acupuncturist', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/medical_doctorsoffice_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
161,4db8b8211e7206c23d0ece7d,Blossom Chinese Restaurant,"{'lat': 43.73082072410727, 'lng': -79.46567250883152, 'labeledLatLngs': [{'label': 'display', 'lat': 43.73082072410727, 'lng': -79.46567250883152}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
171,4c7ef047171b224b9d800fb1,Lucky Dragon Chinese Food,"{'address': '2524 Keele st.', 'lat': 43.71946280250894, 'lng': -79.48075509183974, 'labeledLatLngs': [{'label': 'display', 'lat': 43.71946280250894, 'lng': -79.48075509183974}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['2524 Keele st.', 'Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
173,4c191701834e2d7f24db2980,Chinese Food Gallery,"{'address': '557 Eglinton Ave. West', 'lat': 43.70334736873612, 'lng': -79.41464635957847, 'labeledLatLngs': [{'label': 'display', 'lat': 43.70334736873612, 'lng': -79.41464635957847}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['557 Eglinton Ave. West', 'Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
175,4c81cc8e47cc224b9843809f,Shanghai Chinese Restaurant 상해반점,"{'address': '5451 Yonge St.', 'lat': 43.7772828010856, 'lng': -79.41476943272222, 'labeledLatLngs': [{'label': 'display', 'lat': 43.7772828010856, 'lng': -79.41476943272222}], 'postalCode': 'M2N 5S1', 'cc': 'CA', 'city': 'North York', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['5451 Yonge St.', 'North York ON M2N 5S1', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
191,4e405ff4483b72d779d5b1bd,Hai Feng Chinese Take-Out,"{'address': '1606 Eglinton Ave W', 'crossStreet': 'Oakwood Ave', 'lat': 43.69714184, 'lng': -79.44359644, 'labeledLatLngs': [{'label': 'display', 'lat': 43.69714184, 'lng': -79.44359644}], 'postalCode': 'M6E 2G8', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['1606 Eglinton Ave W (Oakwood Ave)', 'Toronto ON M6E 2G8', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
193,4c3a5d9e1e06d13a1d437b3e,Tasty Chinese Restaurant,"{'lat': 43.699886, 'lng': -79.431286, 'labeledLatLngs': [{'label': 'display', 'lat': 43.699886, 'lng': -79.431286}], 'cc': 'CA', 'country': 'Canada', 'formattedAddress': ['Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
194,4c1e35e3b306c928ffa566b7,天主教救世主堂 Saviour Of The World Chinese Catholic Church,"{'address': '30 Bristol Rd W', 'crossStreet': 'Hurontario St', 'lat': 43.61336641281158, 'lng': -79.66308832168579, 'labeledLatLngs': [{'label': 'display', 'lat': 43.61336641281158, 'lng': -79.66308832168579}], 'postalCode': 'L5R 3K3', 'cc': 'CA', 'city': 'Mississauga', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['30 Bristol Rd W (Hurontario St)', 'Mississauga ON L5R 3K3', 'Canada']}","[{'id': '4bf58dd8d48988d132941735', 'name': 'Church', 'pluralName': 'Churches', 'shortName': 'Church', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/religious_church_', 'suffix': '.png'}, 'primary': True}]",v-1603634252,False,
208,4d0152d07212b60cc3bcd3bf,Chinese Food Truck - Sidney Smith,"{'address': '369 Huron St', 'lat': 43.662624121853135, 'lng': -79.39824341514091, 'labeledLatLngs': [{'label': 'display', 'lat': 43.662624121853135, 'lng': -79.39824341514091}], 'postalCode': 'M5S', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['369 Huron St', 'Toronto ON M5S', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
209,4cca2003e47f5481bb13c6f7,Chinese Food Truck,"{'address': '140 St. George', 'crossStreet': 'Harbord st.', 'lat': 43.663658573630634, 'lng': -79.3983313743529, 'labeledLatLngs': [{'label': 'display', 'lat': 43.663658573630634, 'lng': -79.3983313743529}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['140 St. George (Harbord st.)', 'Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d1cb941735', 'name': 'Food Truck', 'pluralName': 'Food Trucks', 'shortName': 'Food Truck', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/streetfood_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
211,4c6af9d89c76d13a42704d0f,White Chinese Truck,"{'lat': 43.66539953049962, 'lng': -79.39499986074941, 'labeledLatLngs': [{'label': 'display', 'lat': 43.66539953049962, 'lng': -79.39499986074941}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d1cb941735', 'name': 'Food Truck', 'pluralName': 'Food Trucks', 'shortName': 'Food Truck', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/streetfood_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
215,4d0d035a903d37042c51c155,Dynasty Chinese Cuisine,"{'address': '69 Yorkville Avenue', 'lat': 43.67114125499929, 'lng': -79.39082722487748, 'labeledLatLngs': [{'label': 'display', 'lat': 43.67114125499929, 'lng': -79.39082722487748}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['69 Yorkville Avenue', 'Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d1f5931735', 'name': 'Dim Sum Restaurant', 'pluralName': 'Dim Sum Restaurants', 'shortName': 'Dim Sum', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dimsum_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
217,4c487fed19fde21e36cc0b76,Ken's Snack Service - Chinese Food Truck,"{'address': 'St. George St & Russel St', 'crossStreet': 'University of Toronto', 'lat': 43.66130754064001, 'lng': -79.39766618073506, 'labeledLatLngs': [{'label': 'display', 'lat': 43.66130754064001, 'lng': -79.39766618073506}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['St. George St & Russel St (University of Toronto)', 'Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d1cb941735', 'name': 'Food Truck', 'pluralName': 'Food Trucks', 'shortName': 'Food Truck', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/streetfood_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
218,4dd19bc8d16465f3f9402d83,Ambassador Chinese Cuisine,"{'address': '280 West Beaver Creek Road, Unit 38', 'lat': 43.66979351598425, 'lng': -79.39452706196238, 'labeledLatLngs': [{'label': 'display', 'lat': 43.66979351598425, 'lng': -79.39452706196238}], 'cc': 'CA', 'city': 'Richmond Hill', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['280 West Beaver Creek Road, Unit 38', 'Richmond Hill ON', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
219,4d1a8e03dd363704e88d5c1a,Regal 16 Chinese Restaurant,"{'address': '1 Spadina Road, Unit 25-29', 'lat': 43.67045, 'lng': -79.392822, 'labeledLatLngs': [{'label': 'display', 'lat': 43.67045, 'lng': -79.392822}], 'cc': 'CA', 'country': 'Canada', 'formattedAddress': ['1 Spadina Road, Unit 25-29', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
226,57b8e03a498e48d4813ab5af,Harmony Chinese Restaurant,"{'address': '478 Dundas Street West', 'lat': 43.653427, 'lng': -79.39703, 'labeledLatLngs': [{'label': 'display', 'lat': 43.653427, 'lng': -79.39703}], 'postalCode': 'M5T 1G9', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['478 Dundas Street West', 'Toronto ON M5T 1G9', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
228,50529100e4b07f06391e0543,Sichuan Landscape Chinese Restaurant,"{'address': '416 Spadina Ave.', 'lat': 43.65623203083605, 'lng': -79.39944590351344, 'labeledLatLngs': [{'label': 'display', 'lat': 43.65623203083605, 'lng': -79.39944590351344}], 'postalCode': 'M5T 2G7', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['416 Spadina Ave.', 'Toronto ON M5T 2G7', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
257,50f05114e4b022eb98031561,Chinese Medicine & Acupuncture Academy of Toronto,"{'address': '555 Burnhamthorpe Rd', 'crossStreet': 'West Mall', 'lat': 43.64466980187479, 'lng': -79.56708541893211, 'labeledLatLngs': [{'label': 'display', 'lat': 43.64466980187479, 'lng': -79.56708541893211}], 'postalCode': 'M9C 2Y3', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['555 Burnhamthorpe Rd (West Mall)', 'Toronto ON M9C 2Y3', 'Canada']}","[{'id': '4bf58dd8d48988d104941735', 'name': 'Medical Center', 'pluralName': 'Medical Centers', 'shortName': 'Medical', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/medical_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
258,4c3285c6a0ced13abf56156e,Best Friend Chinese Restaurant 老友記小廚,"{'address': '888 Dundas St. E., Unit D1B', 'lat': 43.59775555918656, 'lng': -79.59422665777298, 'labeledLatLngs': [{'label': 'display', 'lat': 43.59775555918656, 'lng': -79.59422665777298}], 'postalCode': 'L4Y 4G6', 'cc': 'CA', 'city': 'Mississauga', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['888 Dundas St. E., Unit D1B', 'Mississauga ON L4Y 4G6', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
261,4bdb864a3904a59390f74a9e,Yummy Yummy Chinese Food,"{'address': '26C Scarlett', 'lat': 43.66554427362536, 'lng': -79.49904451670567, 'labeledLatLngs': [{'label': 'display', 'lat': 43.66554427362536, 'lng': -79.49904451670567}], 'postalCode': 'M6N 4K1', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['26C Scarlett', 'Toronto ON M6N 4K1', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
263,4ca9230897c8a1cdce2d8ca5,Far East Chinese Food,"{'address': '137 Martin Grove Road', 'crossStreet': 'Burnhamthorpe Road', 'lat': 43.649243794114106, 'lng': -79.54886564950132, 'labeledLatLngs': [{'label': 'display', 'lat': 43.649243794114106, 'lng': -79.54886564950132}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['137 Martin Grove Road (Burnhamthorpe Road)', 'Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
264,4ae734c4f964a5205fa921e3,Emerald Chinese Restaurant 康翠酒樓,"{'address': '30 Eglinton Ave W', 'crossStreet': 'at Hurontario St', 'lat': 43.605599995836755, 'lng': -79.65203119116477, 'labeledLatLngs': [{'label': 'display', 'lat': 43.605599995836755, 'lng': -79.65203119116477}], 'postalCode': 'L5R 3E7', 'cc': 'CA', 'city': 'Mississauga', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['30 Eglinton Ave W (at Hurontario St)', 'Mississauga ON L5R 3E7', 'Canada']}","[{'id': '4bf58dd8d48988d1f5931735', 'name': 'Dim Sum Restaurant', 'pluralName': 'Dim Sum Restaurants', 'shortName': 'Dim Sum', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dimsum_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
269,4f84d677e4b0657ba73335a5,Gardenia House Chinese Food,"{'address': '712 Scarlett Rd', 'lat': 43.69563022072285, 'lng': -79.52048054521903, 'labeledLatLngs': [{'label': 'display', 'lat': 43.69563022072285, 'lng': -79.52048054521903}], 'cc': 'CA', 'city': 'Etobicoke', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['712 Scarlett Rd', 'Etobicoke ON', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
272,4eeb9f7d0039490c7d4562ea,Emmie's Chinese Restaurant,"{'address': '235 Dixon Road', 'lat': 43.69794474434431, 'lng': -79.54335451126099, 'labeledLatLngs': [{'label': 'display', 'lat': 43.69794474434431, 'lng': -79.54335451126099}], 'postalCode': 'M9P', 'cc': 'CA', 'city': 'Etobicoke', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['235 Dixon Road', 'Etobicoke ON M9P', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
279,4c0bf5f5ffb8c9b6010b6e61,Mayflower Chinese Food,"{'address': '1500 Royal York Rd', 'lat': 43.69275315666511, 'lng': -79.53156594082111, 'labeledLatLngs': [{'label': 'display', 'lat': 43.69275315666511, 'lng': -79.53156594082111}], 'postalCode': 'M9P 3B6', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['1500 Royal York Rd', 'Toronto ON M9P 3B6', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
280,4f14d5b9e4b038020616fc1b,Sang Chinese Food,"{'lat': 43.700456418205995, 'lng': -79.517493859257, 'labeledLatLngs': [{'label': 'display', 'lat': 43.700456418205995, 'lng': -79.517493859257}], 'cc': 'CA', 'country': 'Canada', 'formattedAddress': ['Canada']}",[],v-1603634253,False,
282,51bfba3d498ed1bdf46a793a,Guru's Classic Indian & Chinese Cuisine,"{'address': '5955 latimer Dr, unit #1', 'lat': 43.60939977509344, 'lng': -79.69750204828517, 'labeledLatLngs': [{'label': 'display', 'lat': 43.60939977509344, 'lng': -79.69750204828517}], 'postalCode': 'l5v0b7', 'cc': 'CA', 'city': 'Mississuga', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['5955 latimer Dr, unit #1', 'Mississuga ON l5v0b7', 'Canada']}","[{'id': '4bf58dd8d48988d10f941735', 'name': 'Indian Restaurant', 'pluralName': 'Indian Restaurants', 'shortName': 'Indian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
283,54f1ea55498e27464cf3cfd5,Bliss Chinese Cuisine 福滿豪庭,"{'address': '6485 Mississauga Rd, Unit 3', 'crossStreet': 'Erin Mills Pkwy', 'lat': 43.59829967591296, 'lng': -79.73522663627985, 'labeledLatLngs': [{'label': 'display', 'lat': 43.59829967591296, 'lng': -79.73522663627985}], 'cc': 'CA', 'city': 'Mississauga', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['6485 Mississauga Rd, Unit 3 (Erin Mills Pkwy)', 'Mississauga ON', 'Canada']}","[{'id': '52af3a7c3cf9994f4e043bed', 'name': 'Cantonese Restaurant', 'pluralName': 'Cantonese Restaurants', 'shortName': 'Cantonese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
285,4f033bd97bebcb40fdb3e554,Lotus Inn Chinese,"{'address': '23 St Johns Rd', 'lat': 43.66529498541197, 'lng': -79.47449684143066, 'labeledLatLngs': [{'label': 'display', 'lat': 43.66529498541197, 'lng': -79.47449684143066}], 'postalCode': 'M6P', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['23 St Johns Rd', 'Toronto ON M6P', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
286,5601e09b498e98acc4e4fe94,Timjas Thai Chinese,"{'address': '17-1107 Lorne Park Rd', 'lat': 43.531459, 'lng': -79.612724, 'labeledLatLngs': [{'label': 'display', 'lat': 43.531459, 'lng': -79.612724}], 'postalCode': 'L5H 3A1', 'cc': 'CA', 'city': 'Mississauga', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['17-1107 Lorne Park Rd', 'Mississauga ON L5H 3A1', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
288,4bfb232dd2b720a14bab326a,Chiuchow Man Chinese Restaurant 潮洲佬,"{'address': '1177 Central Parkway West', 'crossStreet': 'at Burnhamthorpe Rd', 'lat': 43.56712526326958, 'lng': -79.6597298623739, 'labeledLatLngs': [{'label': 'display', 'lat': 43.56712526326958, 'lng': -79.6597298623739}], 'postalCode': 'L5C 4P3', 'cc': 'CA', 'neighborhood': 'Erindale', 'city': 'Mississauga', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['1177 Central Parkway West (at Burnhamthorpe Rd)', 'Mississauga ON L5C 4P3', 'Canada']}","[{'id': '52af3a7c3cf9994f4e043bed', 'name': 'Cantonese Restaurant', 'pluralName': 'Cantonese Restaurants', 'shortName': 'Cantonese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634253,False,
